ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image URL,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured,Attachment URL,mm365_services_looking_for,mm365_services_industry,mm365_mr_mbe_category,mm365_services_details,mm365_service_country,mm365_service_state,mm365_service_city,mm365_location_for_search,mm365_certifications,mm365_naics_codes,mm365_number_of_employees,mm365_size_of_company,mm365_requester_id,mm365_requester_company_id,mm365_requester_company_name,mm365_matchrequest_status,mm365_matched_companies,mm365_matched_companies_approved_time,mm365_matched_companies_approved_by,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date
3267,MR-2152-1621872125,,,24-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2152-1621872125/,,,,,,,,IT|Software Development,Cybersecurity|Information Technology,AIM,looking for software development and testing services,233,1453,112279,"Bethel, Maine,United States",ISO 9000,11232,,,2152,3107,Raka software solution,nomatch,,,,publish,2152,raktest,raktest@yopmail.com,Rakesh,Test,mr-2152-1621872125,,,0,0,0,closed,closed,24-05-2021
3269,MR-2152-1622037339,,,26-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2152-1622037339/,,,,,,,,Software Development,Information Technology,null,looking for software development and services company,233,all,all,"'-, -,United States",,,,,2152,3107,Raka software solution,approved,"[[2702,""1""],[3182,""1""],[2461,""0""],[2755,""1""],[2752,""0""],[3192,""0""],[2261,""0""],[2831,""0""],[3189,""0""],[2509,""0""],[3177,""0""],[2746,""0""],[2316,""0""],[2492,""0""],[2891,""0""],[2930,""0""],[2828,""0""],[2836,""0""],[2758,""0""],[2723,""0""],[2676,""0""],[2545,""0""],[2517,""0""],[2326,""0""],[2543,""0""],[2789,""0""],[3163,""0""],[3193,""0""],[3127,""0""],[2994,""0""],[2732,""0""],[2774,""0""],[2850,""0""],[2888,""0""],[3003,""0""]]",1622038329,2,publish,2152,raktest,raktest@yopmail.com,Rakesh,Test,mr-2152-1622037339,,,0,0,0,closed,closed,26-05-2021
3271,MR-2144-1622073043,,,26-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622073043/,,,,,,,,Staffing,Information Technology|Professional Services|Staffing,null,Looking for staffing and recruitment services.,233,1426,112441,"Bloomfield Hills, Michigan,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2228,""0""],[3137,""0""],[2543,""0""],[3198,""0""],[2946,""0""],[3034,""0""],[2660,""0""],[2647,""0""],[2450,""0""],[3194,""0""],[2732,""0""],[2235,""0""],[2821,""0""],[2975,""0""],[3202,""0""],[2985,""0""],[2502,""0""],[3196,""0""],[3028,""0""],[2936,""0""],[2925,""0""],[2656,""0""],[2569,""0""],[2305,""0""],[2301,""0""],[3007,""0""],[2598,""0""],[2752,""0""],[2769,""0""],[2768,""0""],[2767,""0""],[2766,""0""],[2765,""0""],[2702,""0""],[2744,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622073043,,,0,0,0,closed,closed,02-06-2021
3272,MR-2144-1622073258,,,26-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622073258/,,,,,,,,Supply Chain,Health Care,null,Pharmacy Benefit Management,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[3266,""0""],[2439,""0""],[2676,""0""],[2930,""0""],[2952,""0""],[2836,""0""],[2838,""0""],[2768,""0""],[2900,""0""],[2468,""0""],[2731,""0""],[2816,""0""],[2831,""0""],[2958,""0""],[3206,""0""],[3193,""0""],[3181,""0""],[2927,""0""],[2543,""0""],[2453,""0""],[2389,""0""],[2883,""0""],[2725,""0""],[2772,""0""],[2813,""0""],[2826,""0""],[2837,""0""],[2874,""0""],[2976,""0""],[2959,""0""],[2607,""0""],[2985,""0""],[3111,""0""],[3161,""0""],[3167,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622073258,,,0,0,0,closed,closed,26-05-2021
3273,MR-2144-1622537895,,,01-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622537895/,,,,,,,,Cleaning and area maintenance|Warehousing|Waste removal,Home and Home Decorating|other|faculty management,AIM,janitorial cleaning and sanitizing services,233,1426,111194,"Allendale, Michigan,United States",ISO 9000|AS 9100,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2207,""0""],[2890,""0""],[2269,""0""],[2913,""0""],[2362,""0""],[2687,""0""],[2745,""0""],[2276,""0""],[2521,""0""],[2524,""0""],[2733,""0""],[2905,""0""],[3207,""0""],[2987,""0""],[2616,""0""],[2753,""0""],[2710,""0""],[2331,""0""],[2777,""0""],[2528,""0""],[2942,""0""],[2760,""0""],[2747,""0""],[2703,""0""],[2626,""0""],[2590,""0""],[2311,""0""],[2503,""0""],[2423,""0""],[2413,""0""],[2230,""0""],[2210,""0""],[2202,""0""],[2456,""0""],[2838,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622537895,,,0,0,0,closed,closed,07-06-2021
3274,MR-2144-1622543888,,,01-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622543888/,,,,,,,,Cleaning and area maintenance,Home and Home Decorating,null,janitorial cleaning and sanitizing services,233,1426,111218,"Alpena, Michigan,United States",ISO 9000,,,,2144,3043,H2soft Pvt Ltd,approved,"[[2207,""1""],[2890,""0""],[2269,""0""],[2913,""0""],[2745,""1""],[2362,""1""],[2687,""0""],[2777,""0""],[2276,""1""],[2521,""0""],[2524,""0""],[2733,""1""],[2905,""0""],[3207,""0""],[2987,""0""],[2616,""0""],[2753,""0""],[2710,""0""],[2331,""0""],[2528,""0""],[2942,""0""],[2760,""0""],[2747,""0""],[2703,""0""],[2626,""0""],[2590,""0""],[2311,""0""],[2503,""0""],[2423,""0""],[2413,""0""],[2230,""0""],[2210,""0""],[2202,""0""],[2456,""0""],[2838,""0""]]",1622544065,2,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622543888,,,0,0,0,closed,closed,01-06-2021
3276,MR-2152-1622556012,,,01-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2152-1622556012/,,,,,,,,Cleaning and area maintenance,Staffing,AIM,looking for sanitizing and cleaning services,233,all,all,"'-, -,United States",,,,,2152,3107,Raka software solution,pending,"[[2207,""0""],[2890,""0""],[2745,""0""],[2269,""0""],[2913,""0""],[2777,""0""],[2753,""0""],[3207,""0""],[2987,""0""],[2905,""0""],[2710,""0""],[2687,""0""],[2616,""0""],[2362,""0""],[2331,""0""],[2707,""0""],[3127,""0""],[3010,""0""],[2871,""0""],[2838,""0""],[2733,""0""],[2276,""0""],[2693,""0""],[2552,""0""],[2524,""0""],[2521,""0""],[2490,""0""],[2306,""0""],[2286,""0""],[3174,""0""]]",,,publish,2152,raktest,raktest@yopmail.com,Rakesh,Test,mr-2152-1622556012,,,0,0,0,closed,closed,01-06-2021
3279,MR-2144-1622629983,,,02-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622629983/,,,,,,,,Cleaning and area maintenance,Information Technology,null,"Looking for janitorial, cleaning and sanitizing services",233,1426,115291,"Detroit, Michigan,United States",,,,,2144,3043,H2Soft Pvt Ltd,approved,"[[2207,""1""],[2331,""1""],[3207,""0""],[2987,""0""],[2753,""1""],[2760,""1""],[2456,""1""],[2423,""0""],[2942,""0""],[2626,""0""],[2703,""0""],[3010,""0""],[2838,""0""],[2306,""0""],[2890,""0""],[2269,""0""],[2913,""0""],[2362,""0""],[2687,""0""],[2745,""0""],[2524,""0""],[2521,""0""],[2276,""0""],[2733,""0""],[2777,""0""],[2905,""0""],[2616,""0""],[2710,""0""],[2747,""0""],[2413,""0""],[2590,""0""],[2210,""0""],[2503,""0""],[2311,""0""],[2230,""0""]]",1622653907,1246,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622629983,,,0,0,0,closed,closed,02-06-2021
3280,MR-2144-1622632217,,,02-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622632217/,,,,,,,,Staffing,Information Technology|Professional Services|Staffing,null,Looking for staffing and recruitment services,233,1426,112441,"Bloomfield Hills, Michigan,United States",,,,,2144,3043,H2Soft Pvt Ltd,approved,"[[2228,""1""],[3137,""1""],[2543,""1""],[3198,""1""],[2946,""1""],[3034,""0""],[2660,""0""],[2647,""0""],[2450,""0""],[3194,""0""],[2732,""0""],[2235,""0""],[2821,""0""],[2975,""0""],[3202,""0""],[2985,""0""],[2502,""0""],[3196,""0""],[3028,""0""],[2936,""0""],[2925,""0""],[2656,""0""],[2569,""0""],[2305,""0""],[2301,""0""],[3007,""0""],[2598,""0""],[2752,""0""],[2769,""0""],[2768,""0""],[2767,""0""],[2766,""0""],[2765,""0""],[2702,""0""],[2744,""0""]]",1622632292,1246,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622632217,,,0,0,0,closed,closed,02-06-2021
3288,MR-2268-1622716115,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2268-1622716115/,,,,,,,,Access to capital/financing,Health Care|Insurance,null,looking for medical / health insurance service,233,all,all,"'-, -,United States",ISO 9000,,,,2268,3287,ZNB bearings ltd,pending,"[[2845,""0""],[3181,""0""],[2283,""0""],[2848,""0""],[2486,""0""],[2938,""0""],[3185,""0""],[2805,""0""],[2969,""0""],[3266,""0""],[2816,""0""],[2851,""0""],[2340,""0""],[2840,""0""],[3012,""0""],[3175,""0""],[3192,""0""],[2319,""0""],[2468,""0""],[3264,""0""],[2233,""0""],[2512,""0""],[2518,""0""],[3004,""0""],[3202,""0""],[3180,""0""],[3177,""0""],[3019,""0""],[2997,""0""],[2973,""0""],[2874,""0""],[2951,""0""],[2936,""0""],[2831,""0""],[2854,""0""]]",,,publish,2268,raktest,raktest@yopmail.com,Rakesh,Test,mr-2268-1622716115,,,0,0,0,closed,closed,03-06-2021
3289,MR-2268-1622717877,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2268-1622717877/,,,,,,,,other|health care,Health Care|Staffing,null,looking for healthcare with pharmacy and emergency medical care center.,233,all,all,"'-, -,United States",,,,,2268,3287,ZNB bearings ltd,pending,"[[2848,""0""],[3181,""0""],[2936,""0""],[3012,""0""],[3266,""0""],[2340,""0""],[2753,""0""],[2938,""0""],[2857,""0""],[2228,""0""],[2840,""0""],[3175,""0""],[2468,""0""],[2805,""0""],[2319,""0""],[2207,""0""],[2993,""0""],[2439,""0""],[2836,""0""],[2333,""0""],[2908,""0""],[2976,""0""],[2837,""0""],[3264,""0""],[3143,""0""],[3118,""0""],[3035,""0""],[3033,""0""],[3021,""0""],[2933,""0""],[3186,""0""],[2800,""0""],[2691,""0""],[2635,""0""],[2543,""0""]]",,,publish,2268,raktest,raktest@yopmail.com,Rakesh,Test,mr-2268-1622717877,,,0,0,0,closed,closed,03-06-2021
3290,MR-2268-1622721620,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2268-1622721620/,,,,,,,,Engineering and Design|Manufacturing - Hardware|Manufacturing - Other Molding|Manufacturing - Rotational Molding,Materials,null,"molding, Assembly and welding services",233,1426,,"'-, Michigan,United States",ISO 9000,,,,2268,3287,ZNB bearings ltd,pending,"[[2388,""0""],[2823,""0""],[2719,""0""],[3117,""0""],[2365,""0""],[2394,""0""],[2708,""0""],[3204,""0""],[2795,""0""],[2663,""0""],[2648,""0""],[2801,""0""],[3119,""0""],[2397,""0""],[2454,""0""],[2472,""0""],[3127,""0""],[2761,""0""],[2977,""0""],[2666,""0""],[2706,""0""],[2788,""0""],[2804,""0""],[2820,""0""],[2841,""0""],[2895,""0""],[3110,""0""],[3157,""0""],[3114,""0""],[3128,""0""],[3138,""0""],[3143,""0""],[3146,""0""],[3149,""0""],[2698,""0""]]",,,publish,2268,raktest,raktest@yopmail.com,Rakesh,Test,mr-2268-1622721620,,,0,0,0,closed,closed,03-06-2021
3291,MR-2268-1622723053,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2268-1622723053/,,,,,,,,other|health care,Health Care,null,looking for hospital with pharmacy and emergency medical care.,233,all,all,"'-, -,United States",ISO 9000,,,,2268,3287,ZNB bearings ltd,pending,"[[2848,""0""],[3181,""0""],[2468,""0""],[3266,""0""],[2753,""0""],[2938,""0""],[2340,""0""],[2840,""0""],[3012,""0""],[3175,""0""],[2207,""0""],[2319,""0""],[2805,""0""],[2228,""0""],[2439,""0""],[2836,""0""],[2333,""0""],[2908,""0""],[2976,""0""],[3192,""0""],[3180,""0""],[3177,""0""],[3019,""0""],[2936,""0""],[2997,""0""],[2973,""0""],[2951,""0""],[2775,""0""],[2874,""0""],[2841,""0""],[2833,""0""],[2831,""0""],[2647,""0""],[2505,""0""],[2290,""0""]]",,,publish,2268,raktest,raktest@yopmail.com,Rakesh,Test,mr-2268-1622723053,,,0,0,0,closed,closed,03-06-2021
3292,MR-2268-1622723447,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2268-1622723447/,,,,,,,,Engineering and Design|Manufacturing - Hardware|Manufacturing - Raw Materials,Automotive|Materials,null,looking for ball bearing and steel materials providers.,233,all,all,"'-, -,United States",ISO 9000,,,,2268,3287,ZNB bearings ltd,pending,"[[2829,""0""],[2782,""0""],[2671,""0""],[3156,""0""],[2205,""0""],[2624,""0""],[2718,""0""],[2742,""0""],[3132,""0""],[2389,""0""],[2955,""0""],[2938,""0""],[2750,""0""],[2541,""0""],[3160,""0""],[2867,""0""],[2838,""0""],[2811,""0""],[2573,""0""],[2299,""0""],[2558,""0""],[3207,""0""],[3191,""0""],[3128,""0""],[2886,""0""],[2841,""0""],[2803,""0""],[2748,""0""],[2712,""0""],[2777,""0""],[2544,""0""],[2427,""0""],[2411,""0""],[2393,""0""],[2392,""0""]]",,,publish,2268,raktest,raktest@yopmail.com,Rakesh,Test,mr-2268-1622723447,,,0,0,0,closed,closed,03-06-2021
3293,MR-2144-1622730955,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622730955/,,,,,,,,Manufacturing - CNC Machining|Manufacturing - Hardware,Automotive,null,Looking for Automotive spare parts manufacturers,233,all,all,"'-, -,United States",,,,,2144,3043,H2Soft Pvt Ltd,pending,"[[2823,""0""],[2882,""0""],[3127,""0""],[2955,""0""],[3114,""0""],[2782,""0""],[3128,""0""],[3170,""0""],[2795,""0""],[2637,""0""],[2674,""0""],[2876,""0""],[2664,""0""],[2786,""0""],[2895,""0""],[3176,""0""],[2205,""0""],[2748,""0""],[2349,""0""],[2385,""0""],[2666,""0""],[3171,""0""],[2663,""0""],[3146,""0""],[3110,""0""],[2954,""0""],[2937,""0""],[2777,""0""],[2727,""0""],[2592,""0""],[2652,""0""],[2977,""0""],[2522,""0""],[2491,""0""],[2401,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622730955,,,0,0,0,closed,closed,03-06-2021
3294,MR-2144-1622732746,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622732746/,,,,,,,,Manufacturing - Assemblies/Sub Assemblies|Manufacturing - CNC Machining,Automotive,null,Looking for automotive spare parts manufacturers,233,all,all,"'-, -,United States",,,,,2144,3043,H2Soft Pvt Ltd,pending,"[[2823,""0""],[2882,""0""],[3127,""0""],[2955,""0""],[3114,""0""],[2782,""0""],[3128,""0""],[3170,""0""],[2795,""0""],[2637,""0""],[2674,""0""],[2876,""0""],[2349,""0""],[3176,""0""],[2748,""0""],[2205,""0""],[2895,""0""],[2786,""0""],[2664,""0""],[2385,""0""],[2666,""0""],[3171,""0""],[2663,""0""],[3146,""0""],[3110,""0""],[2954,""0""],[2937,""0""],[2777,""0""],[2727,""0""],[2592,""0""],[2652,""0""],[2977,""0""],[2522,""0""],[2491,""0""],[2401,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622732746,,,0,0,0,closed,closed,03-06-2021
3295,MR-2144-1622735315,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622735315/,,,,,,,,Financial Planning,Insurance,null,Looking for insurance service providers for automotive industry,233,all,all,"'-, -,United States",,,,,2144,3043,H2Soft Pvt Ltd,pending,"[[2845,""0""],[2283,""0""],[2795,""0""],[2955,""0""],[2486,""0""],[3185,""0""],[2805,""0""],[3202,""0""],[3192,""0""],[3177,""0""],[2977,""0""],[2969,""0""],[3266,""0""],[2816,""0""],[2779,""0""],[3181,""0""],[2340,""0""],[2844,""0""],[2847,""0""],[3030,""0""],[2938,""0""],[2541,""0""],[2750,""0""],[2389,""0""],[3033,""0""],[2777,""0""],[3143,""0""],[3125,""0""],[2918,""0""],[2826,""0""],[2819,""0""],[2651,""0""],[2491,""0""],[2363,""0""],[2344,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622735315,,,0,0,0,closed,closed,03-06-2021
3296,MR-2144-1622735445,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622735445/,,,,,,,,Financial Planning,Automotive,null,Looking for Insurance service providers,233,1426,115291,"Detroit, Michigan,United States",,,,,2144,3043,H2Soft Pvt Ltd,pending,"[[2845,""0""],[2969,""0""],[2541,""0""],[2750,""0""],[2518,""0""],[2496,""0""],[2283,""0""],[2486,""0""],[3185,""0""],[2816,""0""],[3266,""0""],[2938,""0""],[2955,""0""],[2389,""0""],[3264,""0""],[3192,""0""],[3181,""0""],[3131,""0""],[2848,""0""],[3033,""0""],[2948,""0""],[2477,""0""],[2805,""0""],[2793,""0""],[2779,""0""],[2512,""0""],[2468,""0""],[2328,""0""],[2319,""0""],[2233,""0""],[2972,""0""],[3007,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622735445,,,0,0,0,closed,closed,03-06-2021
3297,MR-2144-1622736052,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622736052/,,,,,,,,Manufacturing - Assemblies/Sub Assemblies|Manufacturing - Injection Molding|Manufacturing - Metal Fabrication,Automotive,null,"Looking for molding, assembly and welding services",233,all,all,"'-, -,United States",,,,,2144,3043,H2Soft Pvt Ltd,pending,"[[2388,""0""],[2823,""0""],[2719,""0""],[3117,""0""],[2365,""0""],[2394,""0""],[2708,""0""],[3204,""0""],[2795,""0""],[2663,""0""],[2648,""0""],[2801,""0""],[3119,""0""],[2397,""0""],[2454,""0""],[2472,""0""],[3127,""0""],[2977,""0""],[2761,""0""],[2666,""0""],[2706,""0""],[2788,""0""],[2804,""0""],[2820,""0""],[2841,""0""],[2895,""0""],[3110,""0""],[3174,""0""],[3114,""0""],[3128,""0""],[3138,""0""],[3143,""0""],[3146,""0""],[3149,""0""],[3157,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622736052,,,0,0,0,closed,closed,03-06-2021
3298,MR-2144-1622736467,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1622736467/,,,,,,,,Financial Planning,Automotive,null,looking for medical / health insurance service,233,all,all,"'-, -,United States",,,,,2144,3043,H2Soft Pvt Ltd,pending,"[[2845,""0""],[3181,""0""],[2283,""0""],[2848,""0""],[2486,""0""],[2938,""0""],[3185,""0""],[2805,""0""],[2969,""0""],[3266,""0""],[2816,""0""],[2851,""0""],[2340,""0""],[2840,""0""],[3012,""0""],[3175,""0""],[3192,""0""],[2319,""0""],[2468,""0""],[2233,""0""],[2512,""0""],[2518,""0""],[3004,""0""],[3202,""0""],[3180,""0""],[3177,""0""],[3019,""0""],[2997,""0""],[2973,""0""],[2951,""0""],[2874,""0""],[2936,""0""],[2831,""0""],[2854,""0""],[2841,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1622736467,,,0,0,0,closed,closed,03-06-2021
3300,MR-2270-1622738361,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2270-1622738361/,,,,,,,,Cleaning and area maintenance,Automotive,null,"Looking for cleaning, janitorial and sanitizing services",233,1426,115291,"Detroit, Michigan,United States",,,,,2270,3299,Williams Automotive Systems,approved,"[[2207,""1""],[2331,""0""],[3207,""1""],[2987,""0""],[2753,""1""],[2760,""1""],[2456,""1""],[2423,""0""],[2942,""1""],[2626,""0""],[2703,""0""],[3010,""0""],[2838,""0""],[2306,""0""],[2890,""0""],[2269,""0""],[2913,""0""],[2362,""0""],[2687,""0""],[2745,""0""],[2524,""0""],[2521,""0""],[2276,""0""],[2733,""0""],[2777,""0""],[2905,""0""],[2616,""0""],[2710,""0""],[2747,""0""],[2413,""0""],[2590,""0""],[2210,""0""],[2503,""0""],[2311,""0""],[2230,""0""]]",1622738840,1246,publish,2270,raktest,raktest@yopmail.com,Rakesh,Test,mr-2270-1622738361,,,0,0,0,closed,closed,03-06-2021
3301,MR-2270-1622738901,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2270-1622738901/,,,,,,,,Financial Planning,Automotive,null,Looking for insurance service providers,233,all,all,"'-, -,United States",,,,,2270,3299,Williams Automotive Systems,approved,"[[2845,""1""],[2283,""1""],[2486,""1""],[3185,""1""],[2816,""1""],[2969,""1""],[3266,""0""],[2955,""0""],[2938,""0""],[2750,""0""],[2541,""0""],[2389,""0""],[2805,""0""],[3264,""0""],[3192,""0""],[3181,""0""],[3131,""0""],[3033,""0""],[2948,""0""],[2848,""0""],[2477,""0""],[2793,""0""],[2779,""0""],[2518,""0""],[2512,""0""],[2496,""0""],[2468,""0""],[2328,""0""],[2319,""0""],[2233,""0""],[2972,""0""],[3007,""0""]]",1622738964,1246,publish,2270,raktest,raktest@yopmail.com,Rakesh,Test,mr-2270-1622738901,,,0,0,0,closed,closed,03-06-2021
3302,MR-2270-1622739056,,,03-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2270-1622739056/,,,,,,,,Manufacturing - Assemblies/Sub Assemblies|Manufacturing - CNC Machining|Manufacturing - Castings|Manufacturing - Hardware,Automotive,null,Looking for automotive spare parts manufacturers,233,1426,115291,"Detroit, Michigan,United States",,,,,2270,3299,Williams Automotive Systems,approved,"[[2823,""1""],[2322,""1""],[3029,""1""],[2999,""1""],[2201,""0""],[3202,""0""],[2661,""1""],[3035,""1""],[2958,""1""],[2852,""1""],[2743,""1""],[2651,""1""],[2546,""1""],[2882,""1""],[3127,""1""],[2782,""1""],[3114,""1""],[2955,""1""],[2795,""1""],[3170,""1""],[3128,""1""],[2637,""1""],[2674,""1""],[2876,""1""],[2664,""1""],[2205,""1""],[2895,""1""],[2349,""1""],[2748,""1""],[3176,""1""],[2786,""1""],[2385,""1""],[2666,""1""],[3171,""1""],[2522,""1""]]",1622739162,1246,publish,2270,raktest,raktest@yopmail.com,Rakesh,Test,mr-2270-1622739056,,,0,0,0,closed,closed,03-06-2021
3303,MR-2270-1622798792,,,04-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2270-1622798792/,,,,,,,,Manufacturing - CNC Machining,Automotive,AIF|APF,looking for aluminum molding,233,all,all,"'-, -,United States",ISO 9000|ISO 14000|IATF,,,,2270,3299,Williams Automotive Systems,pending,"[[2394,""0""],[2977,""0""],[2663,""0""],[2795,""0""],[3204,""0""],[3191,""0""],[3179,""0""],[3128,""0""],[2951,""0""],[2833,""0""],[2770,""0""],[2718,""0""],[2712,""0""],[2705,""0""],[2624,""0""],[2205,""0""],[2719,""0""],[2761,""0""],[2823,""0""],[3117,""0""]]",,,publish,2270,raktest,raktest@yopmail.com,Rakesh,Test,mr-2270-1622798792,,,0,0,0,closed,closed,07-06-2021
3304,MR-2270-1622799027,,,04-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2270-1622799027/,,,,,,,,Manufacturing - CNC Machining,Automotive,null,looking for bearing manufacturers,233,all,all,"'-, -,United States",,,,,2270,3299,Williams Automotive Systems,pending,"[[2882,""0""],[3171,""0""],[3114,""0""],[3029,""0""],[2955,""0""],[2876,""0""],[2873,""0""],[2820,""0""],[2705,""0""],[2782,""0""],[2674,""0""],[2669,""0""],[2666,""0""],[2637,""0""],[2385,""0""],[2352,""0""],[2206,""0""]]",,,publish,2270,raktest,raktest@yopmail.com,Rakesh,Test,mr-2270-1622799027,,,0,0,0,closed,closed,04-06-2021
3305,MR-2270-1622799323,,,04-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2270-1622799323/,,,,,,,,Manufacturing - Castings,Automotive,null,Looking for casting services,233,all,all,"'-, -,United States",,,,,2270,3299,Williams Automotive Systems,pending,"[[2833,""0""],[2583,""0""],[2770,""0""],[2844,""0""],[2977,""0""],[3176,""0""],[2972,""0""],[3007,""0""]]",,,publish,2270,raktest,raktest@yopmail.com,Rakesh,Test,mr-2270-1622799323,,,0,0,0,closed,closed,04-06-2021
3306,MR-2270-1622800067,,,04-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2270-1622800067/,,,,,,,,Manufacturing - Forgings,Automotive,null,looking for forging services,233,all,all,"'-, -,United States",,,,,2270,3299,Williams Automotive Systems,pending,"[[2966,""0""],[2977,""0""]]",,,publish,2270,raktest,raktest@yopmail.com,Rakesh,Test,mr-2270-1622800067,,,0,0,0,closed,closed,04-06-2021
3307,MR-2270-1622800438,,,04-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2270-1622800438/,,,,,,,,Manufacturing - Forgings,Automotive,null,looking for casting /forging,233,all,all,"'-, -,United States",,,,,2270,3299,Williams Automotive Systems,pending,"[[2977,""0""],[2833,""0""],[2966,""0""],[2583,""0""],[2770,""0""],[2844,""0""],[3176,""0""]]",,,publish,2270,raktest,raktest@yopmail.com,Rakesh,Test,mr-2270-1622800438,,,0,0,0,closed,closed,04-06-2021
3308,MR-2270-1622800623,,,04-06-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2270-1622800623/,,,,,,,,Manufacturing - Assemblies/Sub Assemblies|Manufacturing - CNC Machining,Automotive,null,Looking for OEM companies for automotive parts,233,all,all,"'-, -,United States",,,,,2270,3299,Williams Automotive Systems,pending,"[[2823,""0""],[3127,""0""],[2882,""0""],[2754,""0""],[2605,""0""],[3128,""0""],[3170,""0""],[2795,""0""],[2661,""0""],[3171,""0""],[2349,""0""],[3176,""0""],[2782,""0""],[2748,""0""],[2205,""0""],[3114,""0""],[2955,""0""],[2895,""0""],[2786,""0""],[2664,""0""],[2873,""0""],[3016,""0""],[3190,""0""],[2663,""0""],[3146,""0""],[3110,""0""],[2954,""0""],[2937,""0""],[2777,""0""],[2727,""0""],[2322,""0""],[2652,""0""],[2592,""0""],[2522,""0""],[2491,""0""]]",,,publish,2270,raktest,raktest@yopmail.com,Rakesh,Test,mr-2270-1622800623,,,0,0,0,closed,closed,04-06-2021
